codigo_producto,nombre_producto,categoria,apariciones_visibles,clientes
SE-DGB300-10936,OYATSU COMPANY DODEKAI RAMEN YAKISOBA SAUCE 67 G / 74 G,Dulces y Botanas,45,43
SE-DGB300-10938,OYATSU COMPANY SAKUMARO CURRY 52G,Dulces y Botanas,50,47
SE-DGB300-11080,BOURBON PIKKARA AMAKUCHI UMASHIO AJI 51 G,Dulces y Botanas,3,3
SE-DGB300-11632,OYATSU COMPANY BABY STAR RAMEN MARU CHICKEN 63 G,Dulces y Botanas,36,34
SE-DGB300-11633,OYATSU COMPANY RAMEN OTSUMAMI 6 PIEZAS/138 G,Dulces y Botanas,48,45
SE-DGB300-11634,OYATSU COMPANY DODEKAI UMAKARA SPICY CHICKEN 62 G,Dulces y Botanas,44,41
SE-DGB300-11635,OYATSU COMPANY SAKUMARO CHEESE 52 G,Dulces y Botanas,55,51
SE-DGB300-11775,BOURBON POTELKA SHIO AJI 90 G,Dulces y Botanas,50,48
SE-DGB300-12392,BOURBON MINI PAPAS SALADAS USUSHIO AJI 35 G,Dulces y Botanas,213,182
SE-DGB300-12394,BOURBON PETIT POTATO CONSOME 35 G,Dulces y Botanas,202,167
SE-DGB300-12518,BOURBON JAGA CHOCO 37 G,Dulces y Botanas,81,75
SE-DGB300-13075,ORION TURTLE CHIPS SEAWEED 160G,Dulces y Botanas,196,182
SE-DGB300-13076,ORION TURTLE CHIPS TRUFFLE 160G,Dulces y Botanas,183,171
SE-DGB300-13077,ORION TURTLE CHIPS SWEET CORN 80G,Dulces y Botanas,204,187
SE-DGB300-13078,ORION TURTLE CHOCO CHURRO 160G,Dulces y Botanas,194,174
SE-DGB300-13079,ORION TURTLE FLAMIN´LIME 160G,Dulces y Botanas,243,222
SE-DGB300-13080,ORION YEGAM ORIGINAL 64G,Dulces y Botanas,228,207
SE-DGB300-13081,ORION YEGAM CHEESE 64G,Dulces y Botanas,248,230
SE-DGB300-13082,ORION O GAMJA CHEESE 115G,Dulces y Botanas,164,154
SE-DGB300-13083,ORION O GAMJA CHILLI 115G,Dulces y Botanas,116,107
SE-DGB300-13084,ORION WANG KOREBOB 56G,Dulces y Botanas,134,124
SE-DGB300-13085,ORION PEANUT CRUNCH 80 G,Dulces y Botanas,131,119
SE-DGB300-13263,BOURBON PETIT AMAJO POWDER SEN 22 G,Dulces y Botanas,94,91
SE-DGB300-13496,BOURBON PETIT AMAJO SALADA SEN 21 G,Dulces y Botanas,61,56
SE-DGB300-13497,BOURBON PETIT KAMAN ALMOND OKAKI 23 G,Dulces y Botanas,62,60
SE-DGB300-13672,BOURBON MINI GALLETA DE ARROZ OKOGESEN 33 G,Dulces y Botanas,104,96
SE-DGB300-13675,BOURBON MINI PAPAS CON SABOR A CREMA ÁCIDA Y CEBOLLA 35 G,Dulces y Botanas,144,124
SE-DGB300-13676,BOURBON MINI GALLETA DE ARROZ FRITOS CON SOJA SUAVE 26 G,Dulces y Botanas,121,101
SE-DGB300-13903,ORION TURTLE CHIPS POLLO COREANO 160G,Dulces y Botanas,261,238
SE-DGB300-13904,ORION TURTLE CHIPS ELOTE MEXICANO 160G,Dulces y Botanas,210,188
SE-DGB300-13954,ORION TURTLE CHIPS SWEET CORN 160G,Dulces y Botanas,142,135
SE-DGB300-14306,BOURBON PIKKARA AMAKUCHI AMAKARA AJI 49 G,Dulces y Botanas,4,4
SE-DGB300-14344,OKINAWA CACAHUETES CON AZÚCAR MORENO 120 G,Otros,8,7
SE-DGB300-9469,OYATSU COMPANY BABY STAR DODEKAI RAMEN CHICKEN MINI 37 G,Dulces y Botanas,64,58
SE-DGB301-11181,UHA PUCHAO DULCE SABOR RAMUNE 12/10/50GR,Dulces y Botanas,74,67
SE-DGB301-11182,UHA PUCHAO DULCE SABOR UVA 12/10/50GR,Dulces y Botanas,80,75
SE-DGB302-0763,KASUGAI PEACH GUMI 107 G,Dulces y Botanas,107,101
SE-DGB302-10287,KANRO KENKO UME NODO AME 90 G,Dulces y Botanas,68,67
SE-DGB302-11065,KANRO HACHIMITSU LEMON C NODO AME 75 G,Dulces y Botanas,61,57
SE-DGB302-11373,FUJIYA LEMON SQUASH CANDY 72G,Dulces y Botanas,1,1
SE-DGB302-11463,CORIS KAZIRICCHO COLA Y SODA 1 PZA 14.5 G,Dulces y Botanas,59,57
SE-DGB302-11464,CORIS KAZIRICCHO SIDRA Y SODA 1 PZA 14.5 G,Dulces y Botanas,42,40
SE-DGB302-11465,CORIS KAZIRICCHO UVA Y SODA 1 PZA 14.5 G,Dulces y Botanas,41,41
SE-DGB302-12603,KASUGAI TSUBU GUMMY PREMIIUM UVA 75 G,Dulces y Botanas,107,99
SE-DGB302-12832,EITARO DULCE KINAKO Y LECHE 70 G,Dulces y Botanas,37,35
SE-DGB302-13086,ORION MY GUMMY GRAPE 66G,Dulces y Botanas,169,158
SE-DGB302-13088,ORION KING JELLY 67G,Dulces y Botanas,94,89
SE-DGB302-13385,FUJIYA LEMON SQUASH CANDY 51 G,Dulces y Botanas,48,46
SE-DGB302-13500,BOURBON CUBY ROP 100 G,Dulces y Botanas,102,99
SE-DGB302-13525,CORIS KORO CAN SODA 12 G,Dulces y Botanas,30,30
SE-DGB302-13558,AMOS PEELERZ LYCHEE 65 G,Dulces y Botanas,1638,1286
SE-DGB302-13559,AMOS PEELERZ LEMON 65 G,Dulces y Botanas,1650,1303
SE-DGB302-13560,AMOS PEELERZ MANZANA VERDE 65 G,Dulces y Botanas,1532,1230
SE-DGB302-13613,AMOS PEELERZ MARACUYA 65 G,Dulces y Botanas,95,93
SE-DGB302-13614,AMOS PEELERZ KIWI 65 G,Dulces y Botanas,2018,1541
SE-DGB302-13615,AMOS POPPPING CANDY UVA 16 G,Dulces y Botanas,678,610
SE-DGB302-13708,KANRO DULCE DE LECHE MATCHA LATTE 61 G,Dulces y Botanas,90,86
SE-DGB302-13731,MORINAGA CARAMELO DE MATCHA 58.8 G,Dulces y Botanas,72,66
SE-DGB302-13850,PINE PINE AME 110 G,Dulces y Botanas,65,57
SE-DGB302-13851,PINE AWADAMA 120 G,Dulces y Botanas,64,62
SE-DGB302-13955,AMOS PEELERZ PIÑA 65 G,Dulces y Botanas,1376,1148
SE-DGB302-13956,AMOS PEELERZ TULIPAN 65 G,Dulces y Botanas,500,454
SE-DGB302-13957,AMOS MUNDIAL 120 G,Dulces y Botanas,601,553
SE-DGB302-13958,AMOS PEELERZ PASCUA 65 G,Dulces y Botanas,510,455
SE-DGB302-14012,AMOS PEELERZ MARACUYA 65 G,Dulces y Botanas,1594,1281
SE-DGB302-14050,KASUGAI KUROAME 110 G,Dulces y Botanas,55,54
SE-DGB302-14166,AMOS PEELERZ SANDIA 65 G,Dulces y Botanas,1251,1082
SE-DGB302-14167,AMOS PEELERZ FRESA 65 G,Dulces y Botanas,1326,1117
SE-DGB302-14168,AMOS PEELERZ HELADO 65 G,Dulces y Botanas,976,870
SE-DGB302-14169,AMOS PEELERZ CONCHAS 65 G,Dulces y Botanas,867,772
SE-DGB302-14278,SAPPORO GOURMET FOODS CARAMELO DE MELON 72 G,Dulces y Botanas,17,16
SE-DGB302-14279,SAPPORO GOURMET FOODS CARAMELO DE MANTEQUILLA 72 G,Dulces y Botanas,16,16
SE-DGB302-14280,SAPPORO GOURMET FOODS CARAMELO DE LECHE 72 G,Dulces y Botanas,14,13
SE-DGB302-14281,SAPPORO GOURMET FOODS CARAMELO DE MELON PREMIUM 68 G,Dulces y Botanas,11,11
SE-DGB302-14282,SAPPORO GOURMET FOODS CARAMELO DE LECHE PREMIUM 68 G,Dulces y Botanas,10,10
SE-DGB302-14439,TOP. AMOS PEELERZ LYCHEE INCLUIDO,Dulces y Botanas,2,2
SE-DGB302-14441,TOP. AMOS PEELERZ KIWI INCLUIDO,Dulces y Botanas,4,4
SE-DGB302-14442,TOP. AMOS PEELERZ MARACUYA INCLUIDO,Dulces y Botanas,3,3
SE-DGB302-14444,TOP. AMOS PEELERZ PLATANO INCLUIDO,Dulces y Botanas,2,2
SE-DGB302-14445,TOP. AMOS PEELERZ MANGO INCLUIDO,Dulces y Botanas,3,3
SE-DGB302-14446,TOP. AMOS PEELERZ DURAZNO INCLUIDO,Dulces y Botanas,2,2
SE-DGB302-14447,TOP. AMOS PEELERZ NARANJA INCLUIDO,Dulces y Botanas,3,3
SE-DGB302-14449,TOP. GLICO POCKY ALMOND CRUSH INCLUIDO,Dulces y Botanas,3,3
SE-DGB302-14450,TOP. GLICO POCKY KOI FUKAMI MATCHA INCLUIDO,Dulces y Botanas,2,2
SE-DGB302-14451,TOP. GLICO POCKY CHOCOLATE JAPÓN INCLUIDO,Dulces y Botanas,2,2
SE-DGB302-14452,TOP. GLICO POCKY FRESA INCLUIDO,Dulces y Botanas,3,3
SE-DGB302-14453,TOP. GLICO POCKY COOKIES & CREAM INCLUIDO,Dulces y Botanas,4,4
SE-DGB302-14454,TOP. GLICO POCKY CHOCOLATE BANANA INCLUIDO,Dulces y Botanas,2,2
SE-DGB302-14455,TOP. EVERY BURGUER INCLUIDO,Dulces y Botanas,1,1
SE-DGB302-14456,TOP. HAITAI BUTTER RING CHOCOLATE INCLUIDO,Dulces y Botanas,1,1
SE-DGB302-14457,TOP. HAITAI FRENCH PIE FRESA INCLUIDO,Dulces y Botanas,1,1
SE-DGB302-14458,TOP. BOURBON LANGRACE INCLUIDO,Dulces y Botanas,2,2
SE-DGB302-14459,TOP. BOURBON ELISE LECHE DE HOKKAIDO INCLUIDO,Dulces y Botanas,3,3
SE-DGB302-14462,TOP. GLICO POCKY TSUBU TSUBU ICHIGO INCLUIDO,Dulces y Botanas,3,3
SE-DGB302-14464,TOP. KITKAT OTONA NO AMASA KOI MATCHA INCLUIDO,Dulces y Botanas,1,1
SE-DGB302-14465,TOP. KITKAT OTONA NO AMASA INCLUIDO,Dulces y Botanas,1,1
SE-DGB302-14469,TOP. KITKAT CHOCOLATE NARANJA INCLUIDO,Dulces y Botanas,1,1
SE-DGB302-14472,TOP. TIVOLI AKAI BOHSHI KUKKIA CHOCOLATE CON LECHE INCLUIDO,Dulces y Botanas,1,1
SE-DGB302-14474,TOP. TIVOLI AKAI BOHSHI KUKKIA GREEN TEA INCLUIDO,Dulces y Botanas,1,1
SE-DGB302-14475,TOP. TIVOLI AKAI BOHSHI KUKKIA FRESA INCLUIDO,Dulces y Botanas,1,1
SE-DGB302-14477,TOP. ORION FISH CAKE INCLUIDO,Dulces y Botanas,1,1
SE-DGB302-14478,TOP. TIVOLI AKAI BOHSHI PINK GALLETA VAINILLA ALMOND INCLUIDO,Dulces y Botanas,2,2
SE-DGB302-14481,TOP. TIVOLI AKAI BOHSHI PINK GALLETA CHOCO CRUNCH INCLUIDO,Dulces y Botanas,2,2
SE-DGB302-14485,TOP. TIVOLI AKAI BOHSHI PINK GALLETA CHOCO COOKIE INCLUIDO,Dulces y Botanas,1,1
SE-DGB302-14488,TOP. ORION BICHOBI CHOCOLATE INCLUIDO,Dulces y Botanas,2,2
SE-DGB302-14498,TOP. GLICO POCKY ALMOND CRUSH EXTRA,Dulces y Botanas,1,1
SE-DGB302-14499,TOP. GLICO POCKY KOI FUKAMI MATCHA EXTRA,Dulces y Botanas,1,1
SE-DGB302-14501,TOP. GLICO POCKY FRESA EXTRA,Dulces y Botanas,1,1
SE-DGB302-14502,TOP. GLICO POCKY COOKIES & CREAM EXTRA,Dulces y Botanas,1,1
SE-DGB302-14504,TOP. EVERY BURGUER EXTRA,Dulces y Botanas,1,1
SE-DGB302-14505,TOP. HAITAI BUTTER RING CHOCOLATE EXTRA,Dulces y Botanas,1,1
SE-DGB302-14506,TOP. HAITAI FRENCH PIE FRESA EXTRA,Dulces y Botanas,1,1
SE-DGB302-14511,TOP. GLICO POCKY TSUBU TSUBU ICHIGO EXTRA,Dulces y Botanas,2,2
SE-DGB302-14513,TOP. KITKAT OTONA NO AMASA KOI MATCHA EXTRA,Dulces y Botanas,2,2
SE-DGB302-14518,TOP. KITKAT CHOCOLATE NARANJA EXTRA,Dulces y Botanas,2,2
SE-DGB302-14521,TOP. TIVOLI AKAI BOHSHI KUKKIA CHOCOLATE CON LECHE EXTRA,Dulces y Botanas,1,1
SE-DGB302-14522,TOP. TIVOLI AKAI BOHSHI KUKKIA DARK CHOCOLATE EXTRA,Dulces y Botanas,1,1
SE-DGB302-14523,TOP. TIVOLI AKAI BOHSHI KUKKIA GREEN TEA EXTRA,Dulces y Botanas,2,2
SE-DGB302-14524,TOP. TIVOLI AKAI BOHSHI KUKKIA FRESA EXTRA,Dulces y Botanas,2,2
SE-DGB302-14526,TOP. ORION FISH CAKE EXTRA,Dulces y Botanas,2,2
SE-DGB302-14527,TOP. TIVOLI AKAI BOHSHI PINK GALLETA VAINILLA ALMOND EXTRA,Dulces y Botanas,1,1
SE-DGB302-14534,TOP. TIVOLI AKAI BOHSHI PINK GALLETA CHOCO COOKIE EXTRA,Dulces y Botanas,1,1
SE-DGB302-14535,TOP. TIVOLI AKAI BOHSHI PINK GALLETA LANGUE DE CHAT ROLL EXTRA,Dulces y Botanas,2,2
SE-DGB302-14537,TOP. ORION BICHOBI CHOCOLATE EXTRA,Dulces y Botanas,2,2
SE-DGB302-1977,TWIN RABBIT PLUM CANDY KEO XI MUOI 7OZ,Dulces y Botanas,2,2
SE-DGB302-8030,SINA DULCE DE JENGIBRE 125 G,Dulces y Botanas,34,33
SE-DGB303-0505,YUURAKUSEIKA BLACK THUNDER MINI BAR 139 G,Dulces y Botanas,73,70
SE-DGB303-11142,BOURBON MILLEFAS AVELLANA 106.2 G / 104.4 G,Dulces y Botanas,1,1
SE-DGB303-12389,BOURBON MINI CHOCOLATE BLANCO LANGUE DE CHAT 40 G,Dulces y Botanas,200,168
SE-DGB303-12390,BOURBON MINI CHOCOLATE LANGUE DE CHAT 40 G,Dulces y Botanas,116,105
SE-DGB303-12391,BOURBON MINI GALLETA SUAVE DULCE CHOCOLATE 47 G,Dulces y Botanas,1,1
SE-DGB303-12395,BOURBON PUCHI CHOCO CHIP 47 G,Dulces y Botanas,265,225
SE-DGB303-12846,GLICO POCKY PEPPERMINT 67G,Dulces y Botanas,150,140
SE-DGB303-13298,GLICO POCKY PACK COOKIES&CREAM 153G,Dulces y Botanas,318,279
SE-DGB303-13353,KITKAT MINI 11 P 127.6 G,Dulces y Botanas,121,116
SE-DGB303-13383,BOURBON MILLEFAS AVELLANA 87 G,Dulces y Botanas,38,36
SE-DGB303-13499,BOURBON CHOCO CHIP COOKIE 95 G,Dulces y Botanas,79,76
SE-DGB303-13501,BOURBON LANGRACE 81 G / 81.4 G,Dulces y Botanas,80,76
SE-DGB303-13664,KITKAT DOBLE FRUTOS ROJOS & NUECES 9 P 101.7 G,Dulces y Botanas,283,256
SE-DGB303-13665,KITKAT FRESA Y CHOCOLATE 9 P 104.4 G,Dulces y Botanas,257,238
SE-DGB303-13666,KITKAT CHOCOLATE NARANJA 9 P 104.4 G,Dulces y Botanas,191,180
SE-DGB303-13677,GLICO POCKY MATCHA CHOCOLATE DOBLE 52.2 G,Dulces y Botanas,347,315
SE-DGB303-13707,GLICO POCKY CHOCOLATE 88 G,Dulces y Botanas,294,266
SE-DGB303-13710,YURAKU BLACK THUNDER MATCHA 22 G,Dulces y Botanas,75,67
SE-DGB303-13858,GLICO POCKY CHOCOLATE JAPÓN 58 G,Dulces y Botanas,483,431
SE-DGB303-13859,GLICO POCKY GOKUBOSO 60 G,Dulces y Botanas,218,203
SE-DGB303-14062,BOURBON GALLETA INTEGRAL CHOCOLATE 16 P 92 G,Dulces y Botanas,92,84
SE-DGB303-14063,BOURBON ALFORT CHOCOLATE CON FRESA 136 G,Dulces y Botanas,63,59
SE-DGB303-14065,BOURBON MINI MILHOJAS CHOCOLATE CON FRESA 84 G,Dulces y Botanas,78,73
SE-DGB303-14066,BOURBON ALFORT MINI MATCHA 60 G,Dulces y Botanas,129,122
SE-DGB303-14141,GLICO POCKY LUNAR NEW YEAR 280G,Dulces y Botanas,18,17
SE-DGB303-14183,KITKAT MATCHA LATTE 9 P 114 G,Dulces y Botanas,183,168
SE-DGB303-3455,GLICO PÉJOY CHOCOLATE 56 G,Dulces y Botanas,15,15
SE-DGB304-11336,BOURBON PETIT SALTY BUTTER COOKIE 45 G,Dulces y Botanas,2,2
SE-DGB304-12105,TOHATO CARAMEL CORN 70 G,Dulces y Botanas,72,67
SE-DGB304-12813,BOURBON PETIT SALTY BUTTER COOKIE 42 G,Dulces y Botanas,136,121
SE-DGB304-13264,BOURBON PETIT CHEESE 38 G,Dulces y Botanas,143,129
SE-DGB304-13498,BOURBON BUTTER COOKIE 90 G,Dulces y Botanas,76,74
SE-DGB304-13670,BOURBON MINI SABLÉ DE CARAMELO 46 G,Dulces y Botanas,152,131
SE-DGB304-13671,BOURBON MINI GALLETAS DE CHOCOLATE Y HARINA INTEGRAL 46 G,Dulces y Botanas,161,144
SE-DGB304-13673,BOURBON MINI GALLETAS BLANDAS 47 G,Dulces y Botanas,177,156
SE-DGB304-13674,BOURBON MINI CRACKERS DE VAINILLA 38 G,Dulces y Botanas,191,165
SE-DGB304-13844,TIVOLI AKAI BOHSHI PINK 31 PCS,Dulces y Botanas,8,7
SE-DGB304-13845,TIVOLI AKAI BOHSHI BLUE 20 PCS,Dulces y Botanas,15,13
SE-DGB304-13846,TIVOLI AKAI BOHSHI PURPLE 17 PCS,Dulces y Botanas,13,13
SE-DGB304-13847,TIVOLI AKAI BOHSHI KUKKIA MATCHA 8 PCS,Dulces y Botanas,51,48
SE-DGB304-13848,TIVOLI AKAI BOHSHI KUKKIA 20 PCS,Dulces y Botanas,23,22
SE-DGB304-14067,BOURBON ROANNE FRESA 113.6 G,Dulces y Botanas,66,65
SE-DGB304-14068,BOURBON ELISE FRESA 115.2 G,Dulces y Botanas,67,65
SE-DGB304-14069,BOURBON PETIT MATCHA LANGUE DE CHAT 40 G,Dulces y Botanas,127,115
SE-DGB304-14152,BOURBON PETIT LANGUE DE CHAT DE FRESA 40 G,Dulces y Botanas,130,125
SE-DGB304-14307,BOURBON ROANNE MATCHA 113 G,Dulces y Botanas,21,21
SE-DGB304-9945,HAITAI FRENCH PIE FRESA 192G,Dulces y Botanas,132,122
SE-DGB304-9946,HAITAI FRENCH PIE MANZANA 192G,Dulces y Botanas,109,102
SE-DGB304-9947,HAITAI BUTTER RING CHOCOLATE 103G,Dulces y Botanas,111,100
SE-DGB305-10021,KAMEDA NORI PEA PACK 85 G,Dulces y Botanas,40,38
SE-DGB305-11334,BOURBON PETIT EBI 33 G,Dulces y Botanas,130,117
SE-DGB305-11376,KAMEDA KAKINOTANE 6P 180G,Dulces y Botanas,95,88
SE-DGB305-11377,KAMEDA KAKINOTANE WASABI 6P 164G,Dulces y Botanas,59,56
SE-DGB305-11379,KAMEDA TESHIOYA 8P,Dulces y Botanas,46,45
SE-DGB305-11383,SANKO ECHIGO TARUYAKI GOMA 86G,Dulces y Botanas,6,6
SE-DGB305-11384,SANKO ECHIGO TARUYAKI SHOYU 86G,Dulces y Botanas,6,6
SE-DGB305-11385,SANKO SANKO NO EBISEN 16P,Dulces y Botanas,8,8
SE-DGB305-11386,SANKO SANKO NO SALADASEN 16P,Dulces y Botanas,8,8
SE-DGB305-11387,SANKO TSUBUYORI KOMOCHI 80G,Dulces y Botanas,57,53
SE-DGB305-11388,SANKO YUKI NO YADO SALAD 10P,Dulces y Botanas,3,3
SE-DGB305-11553,SANKO ECHIGO TARUYAKIUMAMI SHIO 86 G,Dulces y Botanas,6,6
SE-DGB305-12000,SANKO MARUDAIZU SENBEI GALLETA SALADA 10 P 123.4 G,Dulces y Botanas,53,51
SE-DGB305-12197,MORIHAKU PAPA CON MANTEQUILLA ARARE 32 G,Dulces y Botanas,58,56
SE-DGB305-12198,MORIHAKU QUESO CURRY ARARE 32 G,Dulces y Botanas,48,47
SE-DGB305-12199,MORIHAKU ALGA CON WASABI ARARE 32 G,Dulces y Botanas,53,51
SE-DGB305-12800,TAIMATSU KAGAMI MOCHI 160 G,Dulces y Botanas,18,18
SE-DGB305-13384,MORIHAKU SOJA NEGRA ARARE 32 G,Dulces y Botanas,41,39
SE-DGB305-13650,GLICO COMECCO VENERA 26 G,Dulces y Botanas,35,31
SE-DGB305-13651,GLICO COMECCO WASABI Y ALGA 26 G,Dulces y Botanas,45,42
SE-DGB305-13678,GLICO PRETZ ENSALADA SABORSA 64 G,Dulces y Botanas,104,94
SE-DGB305-13679,GLICO PRETZ JITOMATE 53 G,Dulces y Botanas,126,113
SE-DGB305-13680,GLICO KARUJAGA PALITOS LIGEROS DE PAPA 41 G,Dulces y Botanas,87,81
SE-DGB305-13727,KAMEDA KOTSUBUKKO 100 G,Dulces y Botanas,75,67
SE-DGB305-13728,KAMEDA KAKINOTANE SABOR CIRUELA UME CON SHISO 6 BOLSAS 164 G,Dulces y Botanas,35,32
SE-DGB305-13729,KAMEDA KAKINOTANE SABOR A SAL 150 G,Dulces y Botanas,19,17
SE-DGB305-13730,KAMEDA ALGA MUGEN 58 G,Dulces y Botanas,47,45
SE-DGB305-13974,SANKO ECHIGO TARUYAKI GOMA 76 G,Dulces y Botanas,37,34
SE-DGB305-13975,SANKO ECHIGO TARUYAKI SHOYU 81 G,Dulces y Botanas,35,32
SE-DGB305-13976,SANKO ECHIGO TARUYAKIUMAMI SHIO 81 G,Dulces y Botanas,31,29
SE-DGB305-13977,SANKO GALLETA CAMARÓN 50 G,Dulces y Botanas,51,48
SE-DGB305-13978,SANKO GALLETA SALADA 55 G,Dulces y Botanas,47,42
SE-DGB305-13979,SANKO YUKI NO YADO RICH MILK 42 G,Dulces y Botanas,41,38
SE-DGB305-13980,YAMAEI NORI TEMPURA SNACK CIRUELA 70 G,Dulces y Botanas,64,59
SE-DGB305-13981,YAMAEI NORI TEMPURA SNACK MARISCOS 70 G,Dulces y Botanas,62,61
SE-DGB305-13982,YAMAEI NORI TEMPURA SNACK MENTAAIKO 63 G,Dulces y Botanas,67,65
SE-DGB305-13983,YAMAEI KAKIPI MINI PACKS 290 G,Dulces y Botanas,45,44
SE-DGB305-1575,KAMEDA KATABUTSU 160 G,Dulces y Botanas,27,26
SE-DGB305-1576,KAMEDA KATABUTSU UMASHIO 55 G,Dulces y Botanas,25,22
SE-DGB306-10634,AJI-JELLY POLVO PARA GELATINA DE PIÑA 350 G,Dulces y Botanas,20,18
SE-DGB306-10635,AJI-JELLY POLVO PARA GELATINA DE FRESA 350 G,Dulces y Botanas,22,19
SE-DGB306-10636,AJI-JELLY POLVO PARA GELATINA DE UVA 350 G,Dulces y Botanas,17,15
SE-DGB306-10637,AJI-JELLY POLVO PARA GELATINA DE LIMON 350 G,Dulces y Botanas,20,18
SE-DGB306-10638,AJI-JELLY POLVO PARA GELATINA DE NARANJA 350 G,Dulces y Botanas,21,19
SE-DGB306-11206,INASHOKUHIN INA AGAR 1 PZA 250 G,Dulces y Botanas,18,18
SE-DGB306-11207,INASHOKUHIN INA AGAR 1 PZA 500 G,Dulces y Botanas,42,40
SE-DGB306-13860,EITARO ANMITSU KUROMITSU 255 G,Dulces y Botanas,19,17
SE-DGB306-13861,EITARO ANMITSU MATCHA MITSU 255 G,Dulces y Botanas,13,11
SE-DGB306-13862,EITARO MITSUMAME KUROMITSU 225 G,Dulces y Botanas,20,20
SE-DGB306-13973,ORIHIRO GELATINA DE KONNYAKU UVA BLANCA Y NARANJA 12P 240 G,Dulces y Botanas,155,140
SE-DGB306-14081,AJI-JELLY POLVO PARA GELATINA SABOR PIÑA SIN AZUCAR 350 G,Dulces y Botanas,2,2
SE-DGB306-14082,AJI-JELLY POLVO PARA GELATINA SABOR FRESA SIN AZUCAR 350 G,Dulces y Botanas,1,1
SE-DGB306-14083,AJI-JELLY POLVO PARA GELATINA SABOR UVA SIN AZUCAR 350 G,Dulces y Botanas,1,1
SE-DGB306-14084,AJI-JELLY POLVO PARA GELATINA SABOR LIMON SIN AZUCAR 350 G,Dulces y Botanas,2,2
SE-DGB306-14085,AJI-JELLY POLVO PARA GELATINA SABOR NARANJA SIN AZUCAR 350 G,Dulces y Botanas,3,3
SE-DGB306-1559,SK FRUITS JELLY LYCHEE FLAVOUR 2PZ 400 G,Dulces y Botanas,1,1
SE-DGB306-1561,SK FRUITS JELLY ORANGE FLAVOUR 2 PZ 400G,Dulces y Botanas,12,12
SE-DGB307-14342,OKINAWA PAN UTILIZADO EN LA COCINA 3X1,Otros,1,1
SE-DGB308-12447,HONMA PASTEL RELLENO DE FRIJOL DULCE KOSHIAN 65 G,Dulces y Botanas,78,73
SE-DGB308-12448,HONMA PASTEL RELLENO DE FRIJOL DULCE CON CALABAZA 65 G,Dulces y Botanas,83,76
SE-DGB308-12449,HONMA PASTEL RELLENO DE FRIJOL DULCE CON AZÚCAR MORENA 65 G,Dulces y Botanas,83,78
SE-DGB308-12450,HONMA PASTEL RELLENO DE FRIJOL DULCE CON SÉSAMO NEGRO 65 G,Dulces y Botanas,78,74
SE-DGB308-12451,HONMA PASTEL RELLENO DE FRIJOL DULCE CON MATCHA 65 G,Dulces y Botanas,82,79
SE-DGB308-12452,HAITAI OHYES COOKIES AND CREAM 360G,Dulces y Botanas,398,349
SE-DGB309-13089,ORION FISH CAKE 232G,Dulces y Botanas,405,360
SE-DGB309-13905,ORION CHOCO PIE BANANA 444G,Dulces y Botanas,337,294
SE-DGB309-13906,ORION FISH CAKE CUSTAR MOCHI 360G,Dulces y Botanas,306,276
SE-DGB309-13907,ORION BICHOBI CHOCOLATE 125G,Dulces y Botanas,115,105
SE-DGB313-12718,KUZE FUKU MERMELADA DE FRESA 312 G,Dulces y Botanas,11,10
SE-DGB313-12719,KUZE FUKU MERMELADA DE ARÁNDANO 312 G,Dulces y Botanas,2,2
SE-DGB313-12720,KUZE FUKU MERMELADA DE CEREZA 312 G,Dulces y Botanas,11,10
SE-DGB313-12721,KUZE FUKU MERMELADA DE MANZANA 283 G,Dulces y Botanas,7,7
SE-DGB313-14335,OKINAWA CREMA DE AZÚCAR MORENO Y AJONJOLÍ NEGRO 190 G,Otros,3,3
SE-DGB349-11604,HSU FU CHI BLUEBERRY CAKE 184 G,Dulces y Botanas,1,1
SE-DGB349-12969,EITARO YOKAN 3 PIEZAS 99 G,Otros,4,4
SE-DGB349-7086,AZUMA MASAGO ARARE 300 G,Dulces y Botanas,49,46
SE-FVL357-13547,KOUSYO BENISHOUGA JENGIBRE 1 KG,Frescos,101,89
SE-FVL357-13548,KOUSYO BENISHOUGA JENGIBRE 120 G,Frescos,88,81
SE-FVL358-0805,KIKURAGE HONGO NEGRO EN TIRAS 5 LBS.,Frescos,2,2
SE-FVL358-10122,JIERMU SHITAKE ENTERO 5 LBS,Frescos,62,59
SE-FVL358-12070,CATHAY KITCHEN SHITAKE MUSHROOM WHOLE (S) 3OZ,Frescos,282,259
SE-FVL358-14293,MUTUAL KIKURAGE REBANADO 1 KG,Frescos,2,2
SE-FVL358-14345,CATHAY KIKURAGE ENTERO 71 G,Frescos,5,5
SE-FVL358-1548,SHITAKE REBANADO 5 LBS,Frescos,50,47
SE-FVL359-0102,JACK POT CASTAÑA DE AGUA CUADROS 3 KG,Frescos,1,1
SE-FVL359-0647,JACK POT WATER CHESTNUTS SLICE 6LB,Frescos,51,44
SE-FVL359-9759,CATHAY KITCHEN BAMBU REBANADO 2.95 KG,Frescos,1,1
SE-FVL398-12609,KOUSYO SHISO UME 250 G,Frescos,48,47
SE-FVL398-12610,KOUSYO HACHIMITSU UME 250 G,Frescos,31,30
SE-FVL398-12611,KOUSYO KATSUO UME 250 G,Frescos,38,36
SE-FVL398-12612,KOUSYO SHISO UME 1 KG,Frescos,18,17
SE-FVL398-12613,KOUSYO HACHIMITSU UME 1 KG,Frescos,16,15
