codigo,piezas_por_caja,usado_en_portal
SE-DGB304-7691,8,NO
SE-DGB304-8168,80,NO
SE-DGB304-8329,36,NO
SE-DGB304-8369,48,NO
SE-DGB304-8370,120,NO
SE-DGB304-8428,72,NO
SE-DGB304-9463,64,NO
SE-DGB304-9468,36,NO
SE-DGB304-9516,40,NO
SE-DGB304-9945,12,SI
SE-DGB304-9946,12,SI
SE-DGB304-9947,24,SI
SE-DGB305-0031,8,NO
SE-DGB305-0061,20,NO
SE-DGB305-0068,24,NO
SE-DGB305-0092,12,NO
SE-DGB305-0094,12,NO
SE-DGB305-0203,12,NO
SE-DGB305-0501,80,NO
SE-DGB305-0719,20,NO
SE-DGB305-0723,20,SI
SE-DGB305-0809,10,NO
SE-DGB305-0810,10,NO
SE-DGB305-0811,10,NO
SE-DGB305-0812,10,NO
SE-DGB305-10021,12,SI
SE-DGB305-10028,6,NO
SE-DGB305-10061,20,NO
SE-DGB305-10062,20,NO
SE-DGB305-10063,20,NO
SE-DGB305-1032,20,NO
SE-DGB305-1046,30,NO
SE-DGB305-1047,30,NO
SE-DGB305-1048,30,NO
SE-DGB305-1065,12,NO
SE-DGB305-1066,12,NO
SE-DGB305-11128,80,NO
SE-DGB305-11279,20,SI
SE-DGB305-11280,20,SI
SE-DGB305-11281,20,SI
SE-DGB305-11334,80,SI
SE-DGB305-11376,12,SI
SE-DGB305-11377,12,SI
SE-DGB305-11378,12,NO
SE-DGB305-11379,12,SI
SE-DGB305-11383,12,SI
SE-DGB305-11384,12,SI
SE-DGB305-11385,20,SI
SE-DGB305-11386,20,SI
SE-DGB305-11387,12,SI
SE-DGB305-11388,20,SI
SE-DGB305-11552,12,NO
SE-DGB305-11553,12,SI
SE-DGB305-12000,12,SI
SE-DGB305-12145,48,SI
SE-DGB305-12146,48,SI
SE-DGB305-12147,160,NO
SE-DGB305-12197,20,SI
SE-DGB305-12198,20,SI
SE-DGB305-12199,20,SI
SE-DGB305-1252,20,NO
SE-DGB305-1254,20,SI
SE-DGB305-1255,20,SI
SE-DGB305-12800,24,SI
SE-DGB305-13384,20,SI
SE-DGB305-13650,144,SI
SE-DGB305-13651,144,SI
SE-DGB305-13678,120,SI
SE-DGB305-13679,120,SI
SE-DGB305-13680,160,SI
SE-DGB305-13727,12,SI
SE-DGB305-13728,12,SI
SE-DGB305-13729,12,SI
SE-DGB305-13730,12,SI
SE-DGB305-1376,48,NO
SE-DGB305-1377,48,NO
SE-DGB305-13974,12,SI
SE-DGB305-13975,12,SI
SE-DGB305-13976,12,SI
SE-DGB305-13977,20,SI
SE-DGB305-13978,20,SI
SE-DGB305-13979,20,SI
SE-DGB305-13980,60,SI
SE-DGB305-13981,60,SI
SE-DGB305-13982,60,SI
SE-DGB305-13983,24,SI
SE-DGB305-1409,12,NO
SE-DGB305-1411,12,NO
SE-DGB305-1416,20,NO
SE-DGB305-1417,20,NO
SE-DGB305-1418,20,NO
SE-DGB305-14667,12,NO
SE-DGB305-14668,12,NO
SE-DGB305-14669,12,NO
SE-DGB305-14670,12,NO
SE-DGB305-14671,12,NO
SE-DGB305-1515,36,NO
SE-DGB305-1523,36,SI
SE-DGB305-1524,36,SI
SE-DGB305-1530,36,NO
SE-DGB305-1567,12,NO
SE-DGB305-1568,12,NO
SE-DGB305-1569,12,NO
SE-DGB305-1570,36,NO
SE-DGB305-1575,6,SI
SE-DGB305-1576,10,SI
SE-DGB305-2014,15,NO
SE-DGB305-2016,15,NO
SE-DGB305-2017,15,NO
SE-DGB305-2018,15,NO
SE-DGB305-2019,15,NO
SE-DGB305-2924,12,SI
SE-DGB305-3188,12,NO
SE-DGB305-3857,60,SI
SE-DGB305-4056,144,SI
SE-DGB305-4113,12,NO
SE-DGB305-4114,20,NO
SE-DGB305-4115,12,NO
SE-DGB305-4163,12,NO
SE-DGB305-4165,12,NO
SE-DGB305-4169,10,NO
SE-DGB305-4810,24,NO
SE-DGB305-5505,12,NO
SE-DGB305-5656,90,NO
SE-DGB305-5657,90,NO
SE-DGB305-6280,16,SI
SE-DGB305-6281,12,SI
SE-DGB305-6447,20,NO
SE-DGB305-6761,12,NO
SE-DGB305-7226,12,SI
SE-DGB305-7249,12,NO
SE-DGB305-7594,12,NO
SE-DGB305-7872,24,SI
SE-DGB305-7873,24,SI
SE-DGB305-7878,24,NO
SE-DGB305-7879,12,SI
SE-DGB305-7999,12,NO
SE-DGB305-8255,12,NO
SE-DGB305-8256,12,NO
SE-DGB305-8257,12,NO
SE-DGB305-8258,12,NO
SE-DGB305-8266,12,SI
SE-DGB305-8267,12,NO
SE-DGB305-8287,12,NO
SE-DGB305-8288,12,NO
SE-DGB305-8296,12,NO
SE-DGB305-8429,60,NO
SE-DGB305-9699,12,NO
SE-DGB305-9945,12,NO
SE-DGB305-9987,12,NO
SE-DGB305-9988,12,NO
SE-DGB305-9989,10,NO
SE-DGB306-10001,12,SI
SE-DGB306-10002,12,SI
SE-DGB306-10003,24,SI
SE-DGB306-10004,24,SI
SE-DGB306-10634,12,SI
SE-DGB306-10635,12,SI
SE-DGB306-10636,12,SI
SE-DGB306-10637,12,SI
SE-DGB306-10638,12,SI
SE-DGB306-11206,25,SI
SE-DGB306-11207,18,SI
SE-DGB306-11620,47,NO
SE-DGB306-11621,47,NO
SE-DGB306-11622,47,NO
SE-DGB306-11623,42,NO
SE-DGB306-11624,42,NO
SE-DGB306-11625,42,NO
SE-DGB306-11970,4,NO
SE-DGB306-11971,4,NO
SE-DGB306-11972,4,SI
SE-DGB306-11973,4,SI
SE-DGB306-11974,4,SI
SE-DGB306-11975,4,SI
SE-DGB306-1207,40,NO
SE-DGB306-13686,72,SI
SE-DGB306-13687,72,SI
SE-DGB306-13688,72,SI
SE-DGB306-13860,24,SI
SE-DGB306-13861,24,SI
SE-DGB306-13862,24,SI
SE-DGB306-13973,12,SI
SE-DGB306-14081,12,SI
SE-DGB306-14082,12,SI
SE-DGB306-14083,12,SI
SE-DGB306-14084,12,SI
SE-DGB306-14085,12,SI
SE-DGB306-1495,300,NO
SE-DGB306-1558,12,SI
SE-DGB306-1559,12,SI
SE-DGB306-1560,12,SI
SE-DGB306-1561,12,SI
SE-DGB306-1562,12,SI
SE-DGB306-2697,15,NO
SE-DGB306-3535,240,NO
SE-DGB306-4408,20,SI
SE-DGB306-4512,12,NO
SE-DGB306-4513,12,NO
SE-DGB306-4514,12,NO
SE-DGB306-4515,12,NO
SE-DGB306-4516,12,NO
SE-DGB306-4606,12,SI
SE-DGB306-4608,24,SI
SE-DGB306-8964,6,NO
SE-DGB307-14342,15,NO
SE-DGB307-2940,60,NO
SE-DGB307-4894,40,NO
SE-DGB307-4895,30,NO
SE-DGB307-6156,60,NO
SE-DGB307-6159,40,NO
SE-DGB308-12447,40,SI
SE-DGB308-12448,40,SI
SE-DGB308-12449,40,SI
SE-DGB308-12450,40,SI
SE-DGB308-12451,40,SI
SE-DGB308-12452,10,SI
SE-DGB309-10264,24,SI
SE-DGB309-10265,24,SI
SE-DGB309-10266,24,NO
SE-DGB309-10267,24,SI
SE-DGB309-10268,24,SI
SE-DGB309-10272,24,SI
SE-DGB309-10273,24,SI
SE-DGB309-10274,24,SI
SE-DGB309-10275,24,SI
SE-DGB309-10276,12,SI
SE-DGB309-10277,12,SI
SE-DGB309-10278,12,SI
SE-DGB309-10279,12,NO
SE-DGB309-10280,12,SI
SE-DGB309-10341,24,SI
SE-DGB309-10342,24,SI
SE-DGB309-10343,24,SI
SE-DGB309-10344,24,NO
SE-DGB309-10349,24,SI
SE-DGB309-10350,24,NO
SE-DGB309-10351,12,SI
SE-DGB309-10352,24,SI
SE-DGB309-10355,24,SI
SE-DGB309-11544,12,SI
SE-DGB309-11545,12,SI
SE-DGB309-11560,12,SI
SE-DGB309-11561,24,SI
SE-DGB309-11562,24,SI
SE-DGB309-11644,90,SI
SE-DGB309-11645,90,SI
SE-DGB309-11646,90,SI
SE-DGB309-11647,90,SI
SE-DGB309-11752,22,NO
SE-DGB309-11823,24,SI
SE-DGB309-11824,24,SI
SE-DGB309-11825,24,SI
SE-DGB309-11826,24,SI
SE-DGB309-11827,24,SI
SE-DGB309-11828,24,NO
SE-DGB309-11829,24,SI
SE-DGB309-11830,24,SI
SE-DGB309-12071,15,NO
SE-DGB309-12072,12,NO
SE-DGB309-12073,12,NO
SE-DGB309-12074,12,NO
SE-DGB309-12075,12,NO
SE-DGB309-12076,12,NO
SE-DGB309-12077,12,NO
SE-DGB309-12078,12,NO
SE-DGB309-12079,12,NO
SE-DGB309-12080,12,NO
SE-DGB309-12081,20,NO
SE-DGB309-12082,12,NO
SE-DGB309-12121,12,SI
SE-DGB309-12122,12,SI
SE-DGB309-12123,12,SI
SE-DGB309-12124,12,SI
SE-DGB309-12125,12,SI
SE-DGB309-12235,24,SI
SE-DGB309-12236,24,SI
SE-DGB309-12237,24,SI
SE-DGB309-12238,24,SI
SE-DGB309-12722,12,SI
SE-DGB309-12723,12,SI
SE-DGB309-12725,12,SI
SE-DGB309-12726,12,SI
SE-DGB309-12742,24,NO
SE-DGB309-12743,24,NO
SE-DGB309-12744,24,NO
SE-DGB309-12745,24,NO
SE-DGB309-12746,24,NO
SE-DGB309-12747,24,NO
SE-DGB309-12786,8,SI
SE-DGB309-12787,8,SI
SE-DGB309-12788,12,SI
SE-DGB309-12789,12,SI
SE-DGB309-12790,12,SI
SE-DGB309-12791,12,SI
SE-DGB309-12792,12,SI
SE-DGB309-12793,12,SI
SE-DGB309-12794,12,SI
SE-DGB309-12795,12,SI
SE-DGB309-12796,12,SI
SE-DGB309-12797,12,SI
SE-DGB309-13089,8,SI
SE-DGB309-13109,8,SI
SE-DGB309-13110,16,SI
SE-DGB309-13905,8,SI
SE-DGB309-13906,8,SI
SE-DGB309-13907,24,SI
SE-DGB309-14539,12,NO
SE-DGB309-14540,12,NO
SE-DGB309-6096,24,SI
SE-DGB309-7556,90,SI
SE-DGB309-7557,90,SI
SE-DGB309-7558,90,SI
SE-DGB309-7559,90,SI
SE-DGB309-9605,24,NO
SE-DGB310-6351,6,NO
SE-DGB310-6358,75,NO
SE-DGB310-6360,75,NO
SE-DGB310-6361,30,NO
SE-DGB311-6357,12,NO
SE-DGB313-12715,12,NO
SE-DGB313-12716,12,NO
SE-DGB313-12717,12,NO
SE-DGB313-12718,12,SI
SE-DGB313-12719,12,SI
SE-DGB313-12720,12,SI
SE-DGB313-12721,12,SI
SE-DGB313-14335,24,NO
SE-DGB313-6352,12,NO
SE-DGB313-6353,12,NO
SE-DGB313-6354,12,NO
SE-DGB349-0546,20,NO
SE-DGB349-0547,20,NO
SE-DGB349-0815,180,NO
SE-DGB349-11601,20,SI
SE-DGB349-11602,20,NO
SE-DGB349-11603,20,SI
SE-DGB349-11604,20,SI
SE-DGB349-11605,12,SI
SE-DGB349-11606,12,SI
SE-DGB349-11699,40,SI
SE-DGB349-11700,40,SI
SE-DGB349-11709,8,SI
SE-DGB349-12969,48,NO
SE-DGB349-13287,20,NO
SE-DGB349-13289,20,SI
SE-DGB349-13292,20,SI
SE-DGB349-13293,20,SI
SE-DGB349-13294,20,SI
SE-DGB349-1529,30,NO
SE-DGB349-2840,20,NO
SE-DGB349-2841,80,NO
SE-DGB349-3365,10,SI
SE-DGB349-3855,30,SI
SE-DGB349-3856,30,SI
SE-DGB349-4474,40,SI
SE-DGB349-4814,60,SI
SE-DGB349-7086,12,SI
SE-DGB349-7123,10,NO
SE-DGB349-7760,20,NO
SE-DGB349-7761,20,SI
SE-DGB349-7762,20,NO
SE-DGB349-7765,8,SI
SE-DGB349-7766,8,SI
SE-DGB352-13286,20,SI
SE-DGB352-13288,20,SI
SE-DGB352-13290,20,SI
SE-DGB352-13291,20,SI
SE-FLV359-10592,6,NO
SE-FLV359-11659,6,NO
SE-FVL352-6350,108,NO
SE-FVL353-0648,24,SI
SE-FVL353-0820,24,NO
SE-FVL353-0835,24,NO
SE-FVL353-5553,6,NO
SE-FVL353-8706,24,NO
SE-FVL354-7555,10,SI
SE-FVL357-13547,10,SI
SE-FVL357-13548,48,SI
SE-FVL357-3006,12,NO
SE-FVL357-5277,48,SI
SE-FVL357-5279,48,SI
SE-FVL357-5297,9,NO
SE-FVL357-5938,20,SI
SE-FVL357-5950,40,SI
SE-FVL357-5991,9,NO
SE-FVL357-5992,9,NO
SE-FVL357-7147,12,NO
SE-FVL358-0211,24,NO
SE-FVL358-0212,24,NO
SE-FVL358-0805,6,SI
SE-FVL358-0856,50,NO
SE-FVL358-10122,6,SI
SE-FVL358-12070,50,SI
SE-FVL358-14181,6,SI
SE-FVL358-14293,10,SI
SE-FVL358-14345,20,SI
SE-FVL358-1546,6,NO
SE-FVL358-1547,130,SI
SE-FVL358-1548,5,SI
SE-FVL358-2097,80,NO
SE-FVL358-2098,6,SI
SE-FVL358-7737,50,SI
SE-FVL359-0053,6,SI
SE-FVL359-0102,6,SI
SE-FVL359-0103,24,SI
SE-FVL359-0569,48,NO
SE-FVL359-0647,6,SI
SE-FVL359-12732,24,SI
SE-FVL359-12733,24,SI
SE-FVL359-12734,24,SI
SE-FVL359-12735,24,SI
SE-FVL359-12736,6,SI
SE-FVL359-12737,6,SI
SE-FVL359-2136,6,SI
SE-FVL359-3071,6,NO
SE-FVL359-5255,24,NO
SE-FVL359-5256,12,NO
SE-FVL359-5257,12,NO
SE-FVL359-6121,48,NO
SE-FVL359-6138,12,SI
SE-FVL359-8461,6,NO
SE-FVL359-8627,6,NO
SE-FVL359-9759,6,SI
SE-FVL359-9873,6,NO
SE-FVL397-6348,30,NO
SE-FVL398-12609,36,SI
SE-FVL398-12610,36,SI
SE-FVL398-12611,36,SI
SE-FVL398-12612,12,SI
SE-FVL398-12613,12,SI
SE-FVL398-12614,12,SI
SE-FVL398-3514,12,NO
SE-FVL398-4412,10,SI
SE-FVL398-4442,72,SI
SE-FVL398-4445,72,SI
SE-FVL398-5295,10,NO
SE-FVL398-5573,12,NO
SE-FVL398-8131,60,NO
SE-FVL398-8132,60,NO
SE-FVL399-0151,40,SI
SE-FVL399-13022,24,NO
SE-FVL399-5313,12,NO
SE-FVL399-6124,30,NO
SE-FVL399-9340,20,NO
SE-HYE400-0240,24,SI
SE-HYE400-0241,24,SI
SE-HYE400-0830,36,SI
SE-HYE400-11101,50,NO
SE-HYE400-11102,50,SI
SE-HYE400-12086,20,SI
SE-HYE400-12088,20,SI
SE-HYE400-1535,10,NO
SE-HYE400-2933,15,NO
SE-HYE400-2934,15,NO
SE-HYE400-4503,30,NO
SE-HYE400-4505,30,NO
SE-HYE400-4771,12,SI
SE-HYE400-8328,40,NO
SE-HYE400-8344,40,NO
SE-HYE401-1217,15,SI
SE-HYE401-1220,30,NO
SE-HYE401-1225,15,SI
SE-HYE401-1228,15,SI
SE-HYE401-1229,40,NO
SE-HYE401-13991,12,SI
SE-HYE401-13992,12,SI
SE-HYE401-1550,15,NO
SE-HYE401-2558,12,SI
SE-HYE401-2597,12,SI
SE-HYE401-3785,50,NO
SE-HYE401-4684,6,NO
SE-HYE401-4768,10,SI
SE-HYE401-6433,10,NO
SE-HYE402-1218,40,SI
SE-HYE402-1219,20,NO
SE-HYE402-1536,12,NO
SE-HYE402-1970,15,SI
SE-HYE402-4675,10,SI
SE-HYE402-4683,6,NO
SE-HYE402-6733,10,SI
SE-HYE402-9566,12,NO
SE-HYE403-1525,36,SI
SE-HYE403-9567,12,NO
SE-HYE403-9568,12,NO
SE-HYE449-0107,6,SI
SE-HYE449-0242,24,SI
SE-HYE449-0508,40,NO
SE-HYE449-0509,40,NO
SE-HYE449-10281,42,SI
SE-HYE449-10282,18,SI
SE-HYE449-10380,10,NO
SE-HYE449-10600,80,SI
SE-HYE449-10601,80,SI
SE-HYE449-10602,80,SI
SE-HYE449-10990,12,SI
SE-HYE449-10997,50,NO
SE-HYE449-11100,50,SI
SE-HYE449-11109,50,SI
SE-HYE449-11110,50,SI
SE-HYE449-11111,50,SI
SE-HYE449-11984,6,NO
SE-HYE449-12001,6,SI
SE-HYE449-12087,20,SI
SE-HYE449-12098,24,SI
SE-HYE449-12110,20,SI
SE-HYE449-12519,40,SI
SE-HYE449-12604,14,SI
SE-HYE449-12605,30,SI
SE-HYE449-12679,50,SI
SE-HYE449-12849,10,NO
SE-HYE449-12850,10,NO
SE-HYE449-12896,30,NO
SE-HYE449-12897,30,NO
SE-HYE449-12898,30,NO
SE-HYE449-12899,30,NO
SE-HYE449-12900,30,NO
SE-HYE449-13972,25,SI
SE-HYE449-14336,10,NO
SE-HYE449-14337,10,NO
SE-HYE449-14420,10,SI
SE-HYE449-14430,10,NO
SE-HYE449-14431,10,NO
SE-HYE449-14432,10,NO
SE-HYE449-1519,20,NO
SE-HYE449-2022,6,NO
SE-HYE449-2836,6,NO
SE-HYE449-2837,120,NO
SE-HYE449-4504,60,NO
SE-HYE449-4506,10,NO
SE-HYE449-4665,40,NO
SE-HYE449-4674,10,SI
SE-HYE449-4701,24,SI
SE-HYE449-4762,10,SI
SE-HYE449-5497,10,SI
SE-HYE449-5555,50,NO
SE-HYE449-5556,50,NO
SE-HYE449-5557,50,NO
SE-HYE449-5581,40,SI
SE-HYE449-5666,24,NO
SE-HYE449-6729,10,NO
SE-HYE449-6877,10,SI
SE-HYE449-7635,24,SI
SE-HYE449-7736,40,SI
SE-HYE449-7799,20,NO
SE-HYE449-8425,24,SI
SE-HYE449-9659,60,NO
SE-HYE449-9721,20,SI
SE-HYE556-14433,10,NO
SE-MTP949-8965,3,NO
SE-MTP949-8966,4,NO
SE-PDM450-0175,40,NO
SE-PDM450-0469,80,NO
SE-PDM450-0844,24,NO
SE-PDM450-1030,20,NO
SE-PDM450-10464,80,NO
SE-PDM450-10465,120,NO
SE-PDM450-10466,120,NO
SE-PDM450-10467,60,SI
SE-PDM450-10468,80,NO
SE-PDM450-10894,5,NO
SE-PDM450-1093,48,NO
SE-PDM450-11349,8,NO
SE-PDM450-11380,80,NO
SE-PDM450-11467,120,NO
SE-PDM450-11468,120,NO
SE-PDM450-1155,20,NO
SE-PDM450-1190,12,NO
SE-PDM450-11906,10,NO
SE-PDM450-11907,10,NO
SE-PDM450-1191,20,NO
SE-PDM450-1192,48,NO
SE-PDM450-12012,48,NO
SE-PDM450-12013,48,NO
SE-PDM450-12014,48,NO
SE-PDM450-12015,48,NO
SE-PDM450-12016,108,NO
SE-PDM450-12017,108,NO
SE-PDM450-12018,108,SI
SE-PDM450-12019,108,NO
SE-PDM450-12020,48,NO
SE-PDM450-12021,48,NO
SE-PDM450-12022,48,NO
SE-PDM450-12102,10,SI
SE-PDM450-12103,20,NO
SE-PDM450-12140,15,SI
SE-PDM450-12509,80,SI
SE-PDM450-12560,80,SI
SE-PDM450-12561,80,SI
SE-PDM450-12602,24,SI
SE-PDM450-12820,72,SI
SE-PDM450-12852,9,NO
SE-PDM450-12853,12,NO
SE-PDM450-12854,12,NO
SE-PDM450-12855,12,NO
SE-PDM450-12856,12,NO
SE-PDM450-12967,12,SI
SE-PDM450-13015,20,SI
SE-PDM450-13035,40,SI
SE-PDM450-13259,5,SI
SE-PDM450-13331,10,SI
SE-PDM450-13357,120,SI
SE-PDM450-13358,120,SI
SE-PDM450-13562,5,NO
SE-PDM450-13668,10,SI
SE-PDM450-14434,24,NO
SE-PDM450-14435,24,NO
SE-PDM450-14436,24,NO
SE-PDM450-14560,10,SI
SE-PDM450-1501,48,NO
SE-PDM450-1505,5,NO
SE-PDM450-1542,8,NO
SE-PDM450-1798,40,SI
SE-PDM450-1910,40,SI
SE-PDM450-1912,24,SI
SE-PDM450-1913,40,SI
SE-PDM450-1914,10,SI
SE-PDM450-1915,10,SI
SE-PDM450-1916,40,SI
SE-PDM450-2034,24,SI
SE-PDM450-2035,10,SI
SE-PDM450-2036,36,SI
SE-PDM450-2037,12,SI
SE-PDM450-2038,36,SI
SE-PDM450-2039,12,NO
SE-PDM450-2040,36,SI
SE-PDM450-2050,12,NO
SE-PDM450-2051,8,NO
SE-PDM450-2055,10,NO
SE-PDM450-2056,10,NO
SE-PDM450-2063,60,NO
SE-PDM450-2095,8,NO
SE-PDM450-2811,10,SI
SE-PDM450-2812,10,SI
SE-PDM450-2867,24,NO
SE-PDM450-3140,80,NO
SE-PDM450-3517,6,NO
SE-PDM450-3524,6,SI
SE-PDM450-4086,12,SI
SE-PDM450-5350,5,SI
SE-PDM450-5475,12,SI
SE-PDM450-5526,40,SI
SE-PDM450-5528,80,SI
SE-PDM450-5529,40,NO
SE-PDM450-6051,20,NO
SE-PDM450-6053,80,NO
SE-PDM450-6054,60,NO
SE-PDM450-6261,80,SI
SE-PDM450-6859,10,NO
SE-PDM450-7183,60,NO
SE-PDM450-7184,120,NO
SE-PDM450-7185,120,NO
SE-PDM450-7186,120,NO
SE-PDM450-8143,10,NO
SE-PDM450-8454,24,SI
SE-PDM450-8636,40,SI
SE-PDM450-8637,60,NO
SE-PDM450-8638,24,NO
SE-PDM450-8639,80,SI
SE-PDM450-8648,12,SI
SE-PDM450-8649,4,SI
SE-PDM453-10345,20,SI
SE-PDM453-10346,10,SI
SE-PDM453-5750,48,NO
SE-PDM453-7133,120,NO
SE-PDM455-0716,24,NO
SE-PDM455-0717,48,NO
SE-PDM455-0965,48,NO
SE-PDM455-0966,60,NO
SE-PDM455-0967,60,NO
SE-PDM455-1233,48,NO
SE-PDM455-1234,60,NO
SE-PDM455-1237,48,NO
SE-PDM455-12976,48,SI
SE-PDM455-14070,48,SI
SE-PDM455-14071,48,SI
SE-PDM455-14072,60,SI
SE-PDM455-14073,48,SI
SE-PDM455-14074,60,SI
SE-PDM455-14075,60,SI
SE-PDM455-14076,60,SI
SE-PDM455-14077,48,SI
SE-PDM455-2041,50,NO
SE-PDM455-2858,48,NO
SE-PDM455-2859,48,NO
SE-PDM455-3531,48,NO
SE-PDM455-5748,48,NO
SE-PDM455-5749,24,NO
SE-PDM455-5751,24,NO
SE-PDM455-5752,24,NO
SE-PDM455-5753,24,NO
SE-PDM455-5754,24,NO
SE-PDM455-5759,48,NO
SE-PDM456-2058,50,NO
SE-PDM456-2059,7,NO
SE-PDM457-0566,6,NO
SE-PDM457-10612,36,NO
SE-PDM457-11392,6,SI
SE-PDM457-11393,12,SI
SE-PDM457-12207,12,SI
SE-PDM457-13010,10,SI
SE-PDM457-13011,30,SI
SE-PDM457-1506,100,NO
SE-PDM457-1507,100,NO
SE-PDM457-1571,100,NO
SE-PDM457-2186,40,NO
SE-PDM457-2860,24,NO
SE-PDM457-3141,30,NO
SE-PDM457-3328,20,NO
SE-PDM457-4671,6,SI
SE-PDM457-7812,30,NO
SE-PDM457-7813,12,NO
SE-PDM457-7814,24,NO
SE-PDM499-1232,24,NO
SE-PDM499-12977,48,SI
SE-PDM499-14078,48,SI
SE-PDM499-5278,48,SI
SE-PDM499-5289,48,NO
SE-PDM499-6029,96,NO
SE-PDM499-6030,96,NO
SE-PDM499-6040,36,SI
SE-PPA920-13595,64,SI
SE-PPA920-13596,64,SI
SE-PPA920-13597,64,SI
SE-PPA920-13598,64,SI
SE-PPA920-13599,64,SI
SE-PPA920-13600,64,SI
SE-PPA920-14694,16,NO
SE-PPA920-14695,16,NO
SE-PPA920-14696,16,NO
SE-PPA920-14697,16,NO
SE-SAL500-0074,12,SI
SE-SAL500-0842,6,SI
SE-SAL500-0843,6,NO
SE-SAL500-0858,16,SI
SE-SAL500-0859,6,SI
SE-SAL500-0863,12,SI
SE-SAL500-0864,6,SI
SE-SAL500-0879,12,SI
SE-SAL500-0882,12,SI
SE-SAL500-0883,6,SI
SE-SAL500-0885,12,SI
SE-SAL500-0886,6,NO
SE-SAL500-0887,6,SI
SE-SAL500-0888,12,SI
SE-SAL500-0891,6,SI
SE-SAL500-0892,6,SI
SE-SAL500-0893,6,NO
SE-SAL500-0894,6,SI
SE-SAL500-0895,24,NO
SE-SAL500-0896,12,SI
SE-SAL500-0897,12,SI
SE-SAL500-0898,6,NO
SE-SAL500-0899,6,SI
SE-SAL500-0900,12,SI
SE-SAL500-0901,12,SI
SE-SAL500-0907,6,NO
SE-SAL500-0912,24,NO
SE-SAL500-0913,12,SI
SE-SAL500-0914,12,SI
SE-SAL500-0915,12,NO
SE-SAL500-10119,6,SI
SE-SAL500-10328,6,SI
SE-SAL500-10692,6,NO
SE-SAL500-11584,12,NO
SE-SAL500-11999,12,SI
SE-SAL500-12516,12,NO
SE-SAL500-13618,24,SI
SE-SAL500-13624,12,SI
SE-SAL500-3033,24,SI
SE-SAL500-3489,12,NO
SE-SAL500-3490,12,NO
SE-SAL500-4231,3,SI
SE-SAL500-4748,4,SI
SE-SAL500-6122,12,NO
SE-SAL500-8371,6,NO
SE-SAL500-9963,6,SI
SE-SAL501-0218,8,SI
SE-SAL501-10882,24,SI
SE-SAL501-11840,12,NO
SE-SAL501-11841,12,NO
SE-SAL501-11842,20,SI
SE-SAL501-11843,20,SI
SE-SAL501-12427,24,SI
SE-SAL501-12440,20,SI
SE-SAL501-12851,15,SI
SE-SAL501-12860,12,NO
SE-SAL501-12861,12,SI
SE-SAL501-12862,12,NO
SE-SAL501-12985,16,SI
SE-SAL501-14416,6,SI
SE-SAL501-4680,15,SI
SE-SAL501-7084,12,SI
SE-SAL501-8723,24,SI
SE-SAL501-8724,24,SI
SE-SAL501-9157,12,NO
SE-SAL502-0158,12,NO
SE-SAL502-0780,12,SI
SE-SAL502-0786,6,NO
SE-SAL502-0787,6,SI
SE-SAL502-0792,12,NO
SE-SAL502-0793,12,SI
SE-SAL502-0794,6,SI
SE-SAL502-0795,6,SI
SE-SAL502-0796,4,SI
SE-SAL502-0797,6,SI
SE-SAL502-0801,6,SI
SE-SAL502-0865,12,SI
SE-SAL502-0903,6,SI
SE-SAL502-0905,6,SI
SE-SAL502-0906,12,SI
SE-SAL502-0910,12,SI
SE-SAL502-0911,12,SI
SE-SAL502-10074,12,SI
SE-SAL502-10075,12,SI
SE-SAL502-10076,12,NO
SE-SAL502-10098,12,SI
SE-SAL502-11086,6,SI
SE-SAL502-11217,6,NO
SE-SAL502-1195,12,NO
SE-SAL502-12514,12,NO
SE-SAL502-12515,12,NO
SE-SAL502-12537,12,NO
SE-SAL502-12821,24,SI
SE-SAL502-12822,24,SI
SE-SAL502-12823,24,SI
SE-SAL502-12835,24,SI
SE-SAL502-13053,6,SI
SE-SAL502-13054,12,SI
SE-SAL502-13452,30,SI
SE-SAL502-1351,12,SI
SE-SAL502-1352,12,SI
SE-SAL502-1353,24,SI
SE-SAL502-1354,24,SI
SE-SAL502-13568,12,SI
SE-SAL502-14283,20,SI
SE-SAL502-14284,30,SI
SE-SAL502-14285,90,SI
SE-SAL502-14308,6,NO
SE-SAL502-14404,12,NO
SE-SAL502-14721,6,NO
SE-SAL502-1938,16,SI
SE-SAL502-1939,12,SI
SE-SAL502-1940,19,SI
SE-SAL502-1941,24,SI
SE-SAL502-2065,6,SI
SE-SAL502-2066,4,NO
SE-SAL502-2067,6,SI
SE-SAL502-2068,6,SI
SE-SAL502-2069,15,NO
SE-SAL502-2070,6,SI
SE-SAL502-2071,6,SI
SE-SAL502-2072,6,SI
SE-SAL502-2075,15,SI
SE-SAL502-2076,6,SI
SE-SAL502-2080,12,SI
SE-SAL502-2081,6,SI
SE-SAL502-2082,4,NO
SE-SAL502-2278,6,SI
SE-SAL502-2917,12,SI
SE-SAL502-2957,16,NO
SE-SAL502-3448,6,NO
SE-SAL502-3712,6,SI
SE-SAL502-4203,6,NO
SE-SAL502-4847,12,NO
SE-SAL502-5165,12,NO
SE-SAL502-5166,16,NO
SE-SAL502-5728,12,NO
SE-SAL502-5955,6,SI
SE-SAL502-6347,6,SI
SE-SAL502-7156,12,NO
SE-SAL502-7157,12,SI
SE-SAL502-7158,12,SI
