codigo,piezas_por_caja,usado_en_portal
SE-BEB159-1510,30,SI
SE-BEB159-1511,30,SI
SE-BEB159-1998,24,NO
SE-BEB159-2089,24,NO
SE-BEB159-4611,48,NO
SE-BEB159-4612,48,SI
SE-BEB159-4613,48,NO
SE-BEB159-4614,48,SI
SE-BEB159-4615,48,SI
SE-BEB159-4831,24,NO
SE-BEB159-4832,24,NO
SE-BEB159-7923,24,NO
SE-BEB159-7924,24,SI
SE-BEB159-9323,24,NO
SE-BEB159-9357,24,NO
SE-BEB159-9358,24,NO
SE-BEB159-9359,24,NO
SE-BEB159-9361,24,NO
SE-BEB159-9362,20,NO
SE-BEB160-10685,24,NO
SE-BEB160-10687,12,SI
SE-BEB160-10688,12,SI
SE-BEB160-10689,12,SI
SE-BEB160-10989,24,SI
SE-BEB160-11341,24,SI
SE-BEB160-12496,12,NO
SE-BEB160-12497,15,NO
SE-BEB160-12498,15,NO
SE-BEB160-12500,15,SI
SE-BEB160-12501,15,SI
SE-BEB160-12507,15,SI
SE-BEB160-13163,15,SI
SE-BEB160-13164,15,SI
SE-BEB160-13165,15,SI
SE-BEB160-1335,24,SI
SE-BEB160-1336,24,SI
SE-BEB160-1338,24,SI
SE-BEB160-1400,30,SI
SE-BEB160-14010,24,SI
SE-BEB160-4907,24,NO
SE-BEB160-4909,24,NO
SE-BEB160-4910,24,SI
SE-BEB160-4911,24,SI
SE-BEB160-4912,24,SI
SE-BEB160-5533,24,SI
SE-BEB160-6013,12,NO
SE-BEB160-6014,12,NO
SE-BEB160-6157,6,SI
SE-BEB160-6158,6,SI
SE-BEB160-7920,24,SI
SE-BEB160-7933,6,SI
SE-BEB160-8451,12,NO
SE-BEB160-8787,24,NO
SE-BEB160-9123,6,SI
SE-BEB160-9248,24,NO
SE-BEB160-9321,24,NO
SE-BEB160-9322,24,NO
SE-BEB160-9672,6,NO
SE-BEB160-9674,24,SI
SE-BEB163-12606,24,SI
SE-BEB163-12607,12,SI
SE-BEB163-12608,24,SI
SE-BEB163-13006,12,SI
SE-BEB163-4039,6,NO
SE-BEB164-14202,6,NO
SE-BEB164-14203,6,NO
SE-BEB164-14204,6,NO
SE-BEB199-10103,24,NO
SE-BEB199-10104,24,NO
SE-BEB199-10609,20,SI
SE-BEB199-10611,10,SI
SE-BEB199-11576,6,SI
SE-BEB199-11577,6,SI
SE-BEB199-11578,6,SI
SE-BEB199-11579,6,SI
SE-BEB199-11580,6,SI
SE-BEB199-11581,6,SI
SE-BEB199-11582,6,SI
SE-BEB199-11583,6,SI
SE-BEB199-11779,8,SI
SE-BEB199-11780,8,SI
SE-BEB199-11781,8,SI
SE-BEB199-12430,12,NO
SE-BEB199-12431,12,NO
SE-BEB199-12511,15,SI
SE-BEB199-12512,15,SI
SE-BEB199-13606,6,SI
SE-BEB199-13607,6,SI
SE-BEB199-13608,6,SI
SE-BEB199-13609,6,SI
SE-BEB199-13610,6,SI
SE-BEB199-13663,24,SI
SE-BEB199-13890,24,SI
SE-BEB199-13891,24,SI
SE-BEB199-13892,24,SI
SE-BEB199-14287,15,SI
SE-BEB199-2330,12,NO
SE-BEB199-2332,12,NO
SE-BEB199-4063,6,SI
SE-BEB199-4065,24,NO
SE-BEB199-4511,6,SI
SE-BEB199-4905,24,NO
SE-BEB199-5525,24,NO
SE-BEB199-5598,60,SI
SE-BEB199-8467,24,SI
SE-BEB199-9160,6,SI
SE-BEB199-9161,6,SI
SE-BEB199-9541,12,NO
SE-BEB199-9542,12,NO
SE-BEB199-9543,12,NO
SE-BEB199-9544,12,NO
SE-BEB199-9545,12,NO
SE-BEB312-12420,12,SI
SE-CAR200-1199,10,NO
SE-CAR202-0718,32,SI
SE-CAR249-13662,24,SI
SE-DBG305-10399,12,NO
SE-DBG305-10400,12,SI
SE-DBG305-10401,12,SI
SE-DBG305-10402,12,SI
SE-DBG305-10403,12,NO
SE-DBG305-10404,12,SI
SE-DCB302-13627,12,SI
SE-DCB303-13515,20,SI
SE-DCB303-13516,20,SI
SE-DGB155-11965,4,SI
SE-DGB156-11966,4,SI
SE-DGB157-11967,4,SI
SE-DGB158-11968,4,SI
SE-DGB159-11969,4,SI
SE-DGB300-0747,24,NO
SE-DGB300-0831,12,NO
SE-DGB300-0832,12,NO
SE-DGB300-10935,48,SI
SE-DGB300-10936,24,SI
SE-DGB300-10937,24,NO
SE-DGB300-10938,24,SI
SE-DGB300-10943,24,NO
SE-DGB300-10991,24,NO
SE-DGB300-10992,24,NO
SE-DGB300-11069,24,NO
SE-DGB300-11070,24,NO
SE-DGB300-11080,40,SI
SE-DGB300-11129,80,NO
SE-DGB300-11322,12,SI
SE-DGB300-11323,12,SI
SE-DGB300-11324,12,SI
SE-DGB300-11325,12,SI
SE-DGB300-11335,80,NO
SE-DGB300-11339,80,NO
SE-DGB300-11343,80,NO
SE-DGB300-11350,24,NO
SE-DGB300-11441,16,NO
SE-DGB300-11442,16,NO
SE-DGB300-11443,20,NO
SE-DGB300-11632,24,SI
SE-DGB300-11633,15,SI
SE-DGB300-11634,24,SI
SE-DGB300-11635,24,SI
SE-DGB300-11636,24,NO
SE-DGB300-11639,12,NO
SE-DGB300-11640,12,SI
SE-DGB300-11641,12,SI
SE-DGB300-11642,12,SI
SE-DGB300-11643,12,SI
SE-DGB300-11762,24,NO
SE-DGB300-11763,24,NO
SE-DGB300-11775,40,SI
SE-DGB300-1184,80,NO
SE-DGB300-1185,120,NO
SE-DGB300-11860,16,SI
SE-DGB300-11863,20,NO
SE-DGB300-11864,20,NO
SE-DGB300-11865,20,NO
SE-DGB300-11902,64,NO
SE-DGB300-11903,64,NO
SE-DGB300-12044,12,NO
SE-DGB300-12046,12,NO
SE-DGB300-12047,12,NO
SE-DGB300-12048,12,NO
SE-DGB300-12104,24,NO
SE-DGB300-12392,80,SI
SE-DGB300-12393,80,SI
SE-DGB300-12394,80,SI
SE-DGB300-12518,48,SI
SE-DGB300-12629,12,NO
SE-DGB300-12871,20,NO
SE-DGB300-13067,16,SI
SE-DGB300-13068,16,SI
SE-DGB300-13069,16,SI
SE-DGB300-13070,18,SI
SE-DGB300-13071,18,SI
SE-DGB300-13072,16,SI
SE-DGB300-13073,16,SI
SE-DGB300-13074,12,SI
SE-DGB300-13075,12,SI
SE-DGB300-13076,12,SI
SE-DGB300-13077,12,SI
SE-DGB300-13078,14,SI
SE-DGB300-13079,12,SI
SE-DGB300-13080,20,SI
SE-DGB300-13081,20,SI
SE-DGB300-13082,12,SI
SE-DGB300-13083,12,SI
SE-DGB300-13084,24,SI
SE-DGB300-13085,12,SI
SE-DGB300-13100,24,SI
SE-DGB300-13101,24,SI
SE-DGB300-13102,24,SI
SE-DGB300-13103,24,SI
SE-DGB300-13263,80,SI
SE-DGB300-13496,80,SI
SE-DGB300-13497,80,SI
SE-DGB300-13672,80,SI
SE-DGB300-13675,80,SI
SE-DGB300-13676,80,SI
SE-DGB300-13683,16,SI
SE-DGB300-13684,16,SI
SE-DGB300-13685,16,SI
SE-DGB300-13903,12,SI
SE-DGB300-13904,12,SI
SE-DGB300-13954,12,SI
SE-DGB300-14306,40,SI
SE-DGB300-14344,20,NO
SE-DGB300-2144,24,SI
SE-DGB300-2145,24,SI
SE-DGB300-3148,80,NO
SE-DGB300-3329,60,SI
SE-DGB300-3983,24,NO
SE-DGB300-4177,24,NO
SE-DGB300-4178,24,NO
SE-DGB300-4179,24,NO
SE-DGB300-5099,80,NO
SE-DGB300-5193,24,NO
SE-DGB300-5204,30,NO
SE-DGB300-5222,128,NO
SE-DGB300-6153,24,SI
SE-DGB300-6167,24,NO
SE-DGB300-6513,60,SI
SE-DGB300-6514,60,SI
SE-DGB300-6692,48,NO
SE-DGB300-6694,40,NO
SE-DGB300-6695,40,NO
SE-DGB300-7066,24,NO
SE-DGB300-7150,20,SI
SE-DGB300-8060,20,SI
SE-DGB300-8061,20,SI
SE-DGB300-8100,24,NO
SE-DGB300-8263,12,NO
SE-DGB300-8264,12,NO
SE-DGB300-8265,12,NO
SE-DGB300-8268,10,NO
SE-DGB300-8269,10,NO
SE-DGB300-8270,12,NO
SE-DGB300-8271,12,NO
SE-DGB300-8273,6,NO
SE-DGB300-8280,24,NO
SE-DGB300-8281,24,NO
SE-DGB300-8284,6,NO
SE-DGB300-8289,40,NO
SE-DGB300-8291,12,NO
SE-DGB300-8292,12,NO
SE-DGB300-8293,12,NO
SE-DGB300-8294,12,NO
SE-DGB300-8295,6,NO
SE-DGB300-8297,12,NO
SE-DGB300-9245,40,NO
SE-DGB300-9246,40,NO
SE-DGB300-9347,24,NO
SE-DGB300-9469,48,SI
SE-DGB300-9470,60,SI
SE-DGB300-9472,48,SI
SE-DGB300-9523,20,NO
SE-DGB300-9546,20,NO
SE-DGB300-9547,20,NO
SE-DGB300-9548,20,NO
SE-DGB300-9549,20,NO
SE-DGB300-9550,128,NO
SE-DGB300-9551,128,NO
SE-DGB300-9552,12,NO
SE-DGB300-9553,12,NO
SE-DGB300-9554,24,SI
SE-DGB300-9555,24,SI
SE-DGB300-9556,24,SI
SE-DGB300-9557,12,NO
SE-DGB300-9558,12,NO
SE-DGB300-9559,12,NO
SE-DGB300-9560,12,SI
SE-DGB300-9561,12,NO
SE-DGB300-9562,12,NO
SE-DGB300-9564,12,NO
SE-DGB300-9565,12,SI
SE-DGB300-9722,24,NO
SE-DGB300-9998,24,SI
SE-DGB301-0973,288,NO
SE-DGB301-10288,24,SI
SE-DGB301-10289,24,NO
SE-DGB301-10290,24,SI
SE-DGB301-10318,200,NO
SE-DGB301-10813,120,NO
SE-DGB301-10814,36,NO
SE-DGB301-10816,36,NO
SE-DGB301-11181,120,SI
SE-DGB301-11182,120,SI
SE-DGB301-13354,28,SI
SE-DGB301-13355,28,SI
SE-DGB301-13356,28,SI
SE-DGB301-6517,240,SI
SE-DGB301-6519,240,SI
SE-DGB301-6520,240,SI
SE-DGB301-7908,80,NO
SE-DGB302-0514,144,NO
SE-DGB302-0515,144,NO
SE-DGB302-0749,24,NO
SE-DGB302-0751,24,SI
SE-DGB302-0752,24,SI
SE-DGB302-0753,24,SI
SE-DGB302-0755,24,SI
SE-DGB302-0756,24,NO
SE-DGB302-0757,24,SI
SE-DGB302-0758,24,SI
SE-DGB302-0762,24,NO
SE-DGB302-0763,24,SI
SE-DGB302-10000,24,NO
SE-DGB302-10005,6,SI
SE-DGB302-10064,60,NO
SE-DGB302-10065,60,NO
SE-DGB302-10066,60,NO
SE-DGB302-10067,60,NO
SE-DGB302-10068,60,NO
SE-DGB302-10069,72,NO
SE-DGB302-10070,72,NO
SE-DGB302-10071,72,NO
SE-DGB302-10120,12,SI
SE-DGB302-10121,60,SI
SE-DGB302-10287,48,SI
SE-DGB302-10314,120,SI
SE-DGB302-10358,24,NO
SE-DGB302-10398,80,NO
SE-DGB302-10470,40,NO
SE-DGB302-10471,20,NO
SE-DGB302-10472,20,NO
SE-DGB302-1056,20,NO
SE-DGB302-10686,72,SI
SE-DGB302-10759,72,SI
SE-DGB302-11065,60,SI
SE-DGB302-11066,30,NO
SE-DGB302-1112,72,NO
SE-DGB302-1114,180,SI
SE-DGB302-1115,180,SI
SE-DGB302-1116,180,SI
SE-DGB302-1117,180,SI
SE-DGB302-1118,6,SI
SE-DGB302-1119,48,NO
SE-DGB302-1121,240,SI
SE-DGB302-11241,24,NO
SE-DGB302-11276,60,NO
SE-DGB302-11277,60,NO
SE-DGB302-11348,6,NO
SE-DGB302-11373,48,SI
SE-DGB302-11463,480,SI
SE-DGB302-11464,480,SI
SE-DGB302-11465,480,SI
SE-DGB302-11466,240,SI
SE-DGB302-11607,20,NO
SE-DGB302-11618,20,NO
SE-DGB302-11619,20,NO
SE-DGB302-11626,20,SI
SE-DGB302-11702,20,SI
SE-DGB302-11703,20,SI
SE-DGB302-11704,40,SI
SE-DGB302-11705,32,SI
SE-DGB302-11706,48,SI
SE-DGB302-11707,48,SI
SE-DGB302-11708,48,SI
SE-DGB302-11831,12,SI
SE-DGB302-11832,12,SI
SE-DGB302-11833,12,SI
SE-DGB302-11858,120,SI
SE-DGB302-12603,80,SI
SE-DGB302-12673,24,SI
SE-DGB302-12674,24,SI
SE-DGB302-12675,24,SI
SE-DGB302-12676,24,SI
SE-DGB302-12678,24,SI
SE-DGB302-12687,24,SI
SE-DGB302-12828,48,SI
SE-DGB302-12829,48,SI
SE-DGB302-12830,48,SI
SE-DGB302-12832,48,SI
SE-DGB302-12833,48,SI
SE-DGB302-12834,48,SI
SE-DGB302-13086,40,SI
SE-DGB302-13088,40,SI
SE-DGB302-13106,20,SI
SE-DGB302-13182,24,SI
SE-DGB302-13183,24,SI
SE-DGB302-13184,24,SI
SE-DGB302-13185,24,SI
SE-DGB302-13186,24,SI
SE-DGB302-13385,120,SI
SE-DGB302-13404,80,SI
SE-DGB302-13405,80,SI
SE-DGB302-13406,80,SI
SE-DGB302-13407,80,SI
SE-DGB302-13408,80,SI
SE-DGB302-13409,80,SI
SE-DGB302-13410,80,SI
SE-DGB302-13411,80,SI
SE-DGB302-13412,80,SI
SE-DGB302-13413,80,SI
SE-DGB302-13414,80,SI
SE-DGB302-13500,40,SI
SE-DGB302-13512,24,SI
SE-DGB302-13525,240,SI
SE-DGB302-13558,24,SI
SE-DGB302-13559,24,SI
SE-DGB302-13560,24,SI
SE-DGB302-13613,24,SI
SE-DGB302-13614,24,SI
SE-DGB302-13615,288,SI
SE-DGB302-13689,72,SI
SE-DGB302-1369,20,NO
SE-DGB302-13690,72,SI
SE-DGB302-13691,72,SI
SE-DGB302-13692,96,SI
SE-DGB302-13693,96,SI
SE-DGB302-13695,80,SI
SE-DGB302-13696,80,SI
SE-DGB302-13697,120,SI
SE-DGB302-13698,120,SI
SE-DGB302-1370,20,NO
SE-DGB302-13708,60,SI
SE-DGB302-13731,120,SI
SE-DGB302-13850,72,SI
SE-DGB302-13851,48,SI
SE-DGB302-1390,20,NO
SE-DGB302-13955,24,SI
SE-DGB302-13956,24,SI
SE-DGB302-13957,24,SI
SE-DGB302-13958,24,SI
SE-DGB302-14012,24,SI
SE-DGB302-14050,48,SI
SE-DGB302-14166,24,SI
SE-DGB302-14167,24,SI
SE-DGB302-14168,24,SI
SE-DGB302-14169,24,SI
SE-DGB302-14278,120,SI
SE-DGB302-14279,120,SI
SE-DGB302-14280,120,SI
SE-DGB302-14281,40,SI
SE-DGB302-14282,40,SI
SE-DGB302-14547,24,NO
SE-DGB302-14548,24,NO
SE-DGB302-14549,24,NO
SE-DGB302-14550,24,NO
SE-DGB302-14551,24,NO
SE-DGB302-14552,24,NO
SE-DGB302-14553,24,NO
SE-DGB302-14554,6,NO
SE-DGB302-14555,72,NO
SE-DGB302-14556,80,NO
SE-DGB302-14557,72,NO
SE-DGB302-14558,72,NO
SE-DGB302-14699,48,NO
SE-DGB302-1478,12,NO
SE-DGB302-1710,20,NO
SE-DGB302-1977,24,SI
SE-DGB302-1986,6,NO
SE-DGB302-1987,12,NO
SE-DGB302-1988,6,NO
SE-DGB302-1989,50,NO
SE-DGB302-1990,12,NO
SE-DGB302-2843,12,SI
SE-DGB302-2844,12,NO
SE-DGB302-2845,12,SI
SE-DGB302-2870,24,SI
SE-DGB302-2932,12,NO
SE-DGB302-3330,240,NO
SE-DGB302-3372,16,SI
SE-DGB302-3569,6,SI
SE-DGB302-3570,48,NO
SE-DGB302-3960,6,NO
SE-DGB302-3961,6,NO
SE-DGB302-3962,6,NO
SE-DGB302-3963,6,NO
SE-DGB302-3964,6,NO
SE-DGB302-3965,6,NO
SE-DGB302-4027,6,NO
SE-DGB302-4256,60,NO
SE-DGB302-4257,60,NO
SE-DGB302-4313,12,NO
SE-DGB302-4496,6,NO
SE-DGB302-4497,6,SI
SE-DGB302-4838,120,NO
SE-DGB302-4846,120,NO
SE-DGB302-5233,240,SI
SE-DGB302-5234,240,SI
SE-DGB302-5531,72,NO
SE-DGB302-5787,240,NO
SE-DGB302-5788,240,NO
SE-DGB302-6034,60,NO
SE-DGB302-6035,6,NO
SE-DGB302-6036,6,NO
SE-DGB302-6037,60,NO
SE-DGB302-6043,180,SI
SE-DGB302-6098,24,SI
SE-DGB302-6099,24,NO
SE-DGB302-6179,72,NO
SE-DGB302-6180,72,NO
SE-DGB302-6267,60,NO
SE-DGB302-6269,48,NO
SE-DGB302-6449,180,SI
SE-DGB302-6511,20,NO
SE-DGB302-6516,600,NO
SE-DGB302-6522,480,NO
SE-DGB302-6523,480,NO
SE-DGB302-6524,480,NO
SE-DGB302-6690,40,NO
SE-DGB302-6880,24,NO
SE-DGB302-7573,48,NO
SE-DGB302-7861,72,NO
SE-DGB302-7887,30,NO
SE-DGB302-7890,72,SI
SE-DGB302-7928,20,NO
SE-DGB302-7929,72,NO
SE-DGB302-8030,80,SI
SE-DGB302-8095,72,SI
SE-DGB302-8107,80,NO
SE-DGB302-8108,80,NO
SE-DGB302-8109,80,NO
SE-DGB302-8606,80,NO
SE-DGB302-8608,24,SI
SE-DGB302-8611,24,NO
SE-DGB302-8612,72,SI
SE-DGB302-8613,30,NO
SE-DGB302-8626,24,NO
SE-DGB302-8686,24,SI
SE-DGB302-8791,48,NO
SE-DGB302-8792,48,NO
SE-DGB302-8952,72,NO
SE-DGB302-8956,160,SI
SE-DGB302-9113,6,SI
SE-DGB302-9167,80,NO
SE-DGB302-9272,120,NO
SE-DGB302-9273,120,NO
SE-DGB302-9277,240,NO
SE-DGB302-9278,480,NO
SE-DGB302-9279,240,NO
SE-DGB302-9481,20,NO
SE-DGB302-9485,20,NO
SE-DGB302-9487,20,NO
SE-DGB302-9489,480,NO
SE-DGB302-9491,480,NO
SE-DGB302-9494,20,NO
SE-DGB302-9495,20,NO
SE-DGB302-9496,20,NO
SE-DGB302-9497,72,NO
SE-DGB302-9501,48,NO
SE-DGB302-9502,64,NO
SE-DGB302-9503,48,NO
SE-DGB302-9507,48,NO
SE-DGB302-9508,72,NO
SE-DGB302-9748,30,NO
SE-DGB302-9761,80,NO
SE-DGB302-9776,24,NO
SE-DGB302-9793,24,SI
SE-DGB302-9906,48,SI
SE-DGB302-9907,48,SI
SE-DGB302-9977,180,SI
SE-DGB302-9978,6,SI
SE-DGB302-9980,6,SI
SE-DGB302-9981,6,SI
SE-DGB302-9982,6,NO
SE-DGB302-9999,24,SI
SE-DGB303-0069,80,NO
SE-DGB303-0159,12,NO
SE-DGB303-0480,120,NO
SE-DGB303-0481,120,NO
SE-DGB303-0482,120,NO
SE-DGB303-0485,120,SI
SE-DGB303-0486,120,NO
SE-DGB303-0487,40,NO
SE-DGB303-0505,24,SI
SE-DGB303-10110,120,NO
SE-DGB303-10111,80,NO
SE-DGB303-10112,80,NO
SE-DGB303-10113,36,NO
SE-DGB303-10114,48,NO
SE-DGB303-10115,48,SI
SE-DGB303-10117,90,NO
SE-DGB303-10118,20,NO
SE-DGB303-10307,24,NO
SE-DGB303-10308,24,NO
SE-DGB303-10309,24,NO
SE-DGB303-10310,24,NO
SE-DGB303-10311,40,SI
SE-DGB303-10312,40,SI
SE-DGB303-10313,40,SI
SE-DGB303-10320,24,SI
SE-DGB303-10361,24,SI
SE-DGB303-10362,24,SI
SE-DGB303-10363,24,SI
SE-DGB303-1038,80,NO
SE-DGB303-1040,8,NO
SE-DGB303-10449,24,NO
SE-DGB303-1050,80,NO
SE-DGB303-1051,80,SI
SE-DGB303-1052,80,NO
SE-DGB303-1054,80,NO
SE-DGB303-10589,24,NO
SE-DGB303-10710,24,NO
SE-DGB303-10711,24,NO
SE-DGB303-10712,24,NO
SE-DGB303-10713,24,NO
SE-DGB303-10714,24,NO
SE-DGB303-10715,24,NO
SE-DGB303-10986,32,NO
SE-DGB303-11078,120,NO
SE-DGB303-11079,48,NO
SE-DGB303-11126,80,NO
SE-DGB303-11136,24,NO
SE-DGB303-11140,48,NO
SE-DGB303-11142,30,SI
SE-DGB303-11255,24,NO
SE-DGB303-11256,24,SI
SE-DGB303-11257,24,NO
SE-DGB303-11258,24,NO
SE-DGB303-11259,24,NO
SE-DGB303-11330,80,NO
SE-DGB303-11331,80,NO
SE-DGB303-11332,80,NO
SE-DGB303-11338,80,NO
SE-DGB303-11340,80,NO
SE-DGB303-11344,40,SI
SE-DGB303-11346,40,SI
SE-DGB303-11347,40,SI
SE-DGB303-11367,48,SI
SE-DGB303-11375,32,NO
SE-DGB303-11389,24,SI
SE-DGB303-11456,24,NO
SE-DGB303-11673,120,NO
SE-DGB303-11771,48,SI
SE-DGB303-11772,48,SI
SE-DGB303-11774,80,SI
SE-DGB303-11821,16,NO
SE-DGB303-11822,12,NO
SE-DGB303-11859,24,SI
SE-DGB303-11892,10,NO
SE-DGB303-11904,120,SI
SE-DGB303-11905,120,SI
SE-DGB303-11908,48,SI
SE-DGB303-11909,48,SI
SE-DGB303-12043,20,NO
SE-DGB303-12194,120,SI
SE-DGB303-12389,80,SI
SE-DGB303-12390,80,SI
SE-DGB303-12391,80,SI
SE-DGB303-12395,80,SI
SE-DGB303-12396,120,SI
SE-DGB303-12445,120,SI
SE-DGB303-12584,20,NO
SE-DGB303-12782,9,NO
SE-DGB303-12783,9,SI
SE-DGB303-12785,9,NO
SE-DGB303-12846,120,SI
SE-DGB303-12847,12,SI
SE-DGB303-13062,18,NO
SE-DGB303-13266,80,SI
SE-DGB303-13298,20,SI
SE-DGB303-13353,24,SI
SE-DGB303-13383,30,SI
SE-DGB303-13499,48,SI
SE-DGB303-13501,48,SI
SE-DGB303-13616,24,SI
SE-DGB303-13664,24,SI
SE-DGB303-13665,24,SI
SE-DGB303-13666,24,SI
SE-DGB303-13677,120,SI
SE-DGB303-13707,48,SI
SE-DGB303-13710,320,SI
SE-DGB303-1375,72,NO
SE-DGB303-13858,120,SI
SE-DGB303-13859,120,SI
SE-DGB303-14062,48,SI
SE-DGB303-14063,24,SI
SE-DGB303-14065,24,SI
SE-DGB303-14066,120,SI
SE-DGB303-14141,10,SI
SE-DGB303-14183,24,SI
SE-DGB303-14700,40,NO
SE-DGB303-2015,15,NO
SE-DGB303-2122,120,NO
SE-DGB303-2128,200,SI
SE-DGB303-2129,200,NO
SE-DGB303-2701,24,NO
SE-DGB303-2702,24,NO
SE-DGB303-2862,40,SI
SE-DGB303-2900,48,NO
SE-DGB303-3104,40,SI
SE-DGB303-3149,80,NO
SE-DGB303-3152,48,NO
SE-DGB303-3155,80,NO
SE-DGB303-3156,80,NO
SE-DGB303-3331,240,NO
SE-DGB303-3364,24,SI
SE-DGB303-3454,120,SI
SE-DGB303-3455,120,SI
SE-DGB303-3456,120,SI
SE-DGB303-3658,40,SI
SE-DGB303-3830,120,NO
SE-DGB303-4007,120,SI
SE-DGB303-4008,120,SI
SE-DGB303-4082,120,SI
SE-DGB303-4134,120,NO
SE-DGB303-4135,120,NO
SE-DGB303-4248,80,NO
SE-DGB303-4719,20,SI
SE-DGB303-4720,20,SI
SE-DGB303-4721,20,SI
SE-DGB303-4780,200,SI
SE-DGB303-5102,120,SI
SE-DGB303-5544,120,NO
SE-DGB303-5783,48,NO
SE-DGB303-6686,120,SI
SE-DGB303-6687,120,NO
SE-DGB303-6689,48,NO
SE-DGB303-6691,12,NO
SE-DGB303-6696,80,NO
SE-DGB303-7255,320,SI
SE-DGB303-7256,240,NO
SE-DGB303-7591,36,NO
SE-DGB303-7690,30,NO
SE-DGB303-8001,120,NO
SE-DGB303-8036,20,NO
SE-DGB303-8285,15,SI
SE-DGB303-8286,15,SI
SE-DGB303-8290,15,SI
SE-DGB303-8426,40,NO
SE-DGB303-8494,120,SI
SE-DGB303-8541,20,NO
SE-DGB303-8542,20,NO
SE-DGB303-8953,24,NO
SE-DGB303-9247,25,NO
SE-DGB303-9538,48,NO
SE-DGB303-9582,120,SI
SE-DGB303-9749,24,NO
SE-DGB303-9750,24,NO
SE-DGB303-9751,24,NO
SE-DGB303-9753,24,NO
SE-DGB303-9775,12,NO
SE-DGB303-9808,36,NO
SE-DGB303-9809,120,NO
SE-DGB303-9908,24,NO
SE-DGB304-0070,80,NO
SE-DGB304-0160,12,NO
SE-DGB304-0161,8,NO
SE-DGB304-0490,80,NO
SE-DGB304-0492,120,NO
SE-DGB304-0495,120,NO
SE-DGB304-0497,120,NO
SE-DGB304-0498,120,NO
SE-DGB304-0500,120,NO
SE-DGB304-10105,120,NO
SE-DGB304-10410,20,SI
SE-DGB304-10411,20,SI
SE-DGB304-10412,20,SI
SE-DGB304-10413,20,SI
SE-DGB304-1042,8,NO
SE-DGB304-1044,80,NO
SE-DGB304-1053,80,SI
SE-DGB304-1055,80,SI
SE-DGB304-10944,24,NO
SE-DGB304-11074,120,SI
SE-DGB304-11125,80,NO
SE-DGB304-11127,80,NO
SE-DGB304-11130,80,NO
SE-DGB304-11141,48,NO
SE-DGB304-11333,80,SI
SE-DGB304-11336,80,SI
SE-DGB304-11337,80,NO
SE-DGB304-11368,48,SI
SE-DGB304-11551,40,SI
SE-DGB304-11571,90,NO
SE-DGB304-11572,18,NO
SE-DGB304-11573,18,NO
SE-DGB304-11574,18,NO
SE-DGB304-11575,18,NO
SE-DGB304-11773,80,SI
SE-DGB304-11998,36,SI
SE-DGB304-12040,12,NO
SE-DGB304-12041,12,NO
SE-DGB304-12042,20,NO
SE-DGB304-12083,20,NO
SE-DGB304-12099,20,NO
SE-DGB304-12105,24,SI
SE-DGB304-1248,20,SI
SE-DGB304-1249,20,SI
SE-DGB304-12538,120,NO
SE-DGB304-12539,120,NO
SE-DGB304-12540,12,SI
SE-DGB304-1256,20,NO
SE-DGB304-12582,20,NO
SE-DGB304-12583,20,NO
SE-DGB304-12585,120,SI
SE-DGB304-12727,12,SI
SE-DGB304-12807,20,NO
SE-DGB304-12813,80,SI
SE-DGB304-12868,32,SI
SE-DGB304-12869,15,SI
SE-DGB304-13059,8,SI
SE-DGB304-13060,10,NO
SE-DGB304-13061,18,NO
SE-DGB304-13063,21,SI
SE-DGB304-13064,10,SI
SE-DGB304-13065,24,NO
SE-DGB304-13066,12,SI
SE-DGB304-13107,20,SI
SE-DGB304-13138,16,SI
SE-DGB304-13264,80,SI
SE-DGB304-13265,80,SI
SE-DGB304-13498,48,SI
SE-DGB304-13617,24,NO
SE-DGB304-13670,80,SI
SE-DGB304-13671,80,SI
SE-DGB304-13673,80,SI
SE-DGB304-13674,80,SI
SE-DGB304-13844,6,SI
SE-DGB304-13845,8,SI
SE-DGB304-13846,8,SI
SE-DGB304-13847,20,SI
SE-DGB304-13848,8,SI
SE-DGB304-13849,32,SI
SE-DGB304-1398,30,NO
SE-DGB304-14067,12,SI
SE-DGB304-14068,24,SI
SE-DGB304-14069,80,SI
SE-DGB304-14152,80,SI
SE-DGB304-14307,12,SI
SE-DGB304-14692,15,NO
SE-DGB304-14693,15,NO
SE-DGB304-14701,16,NO
SE-DGB304-14702,36,NO
SE-DGB304-14703,120,NO
SE-DGB304-14704,120,NO
SE-DGB304-1874,24,NO
SE-DGB304-2126,200,SI
SE-DGB304-2127,200,SI
SE-DGB304-2350,12,SI
SE-DGB304-2698,60,NO
SE-DGB304-2699,30,NO
SE-DGB304-2700,24,NO
SE-DGB304-2731,120,SI
SE-DGB304-2732,20,NO
SE-DGB304-2918,50,SI
SE-DGB304-2920,48,NO
SE-DGB304-3145,48,NO
SE-DGB304-3151,48,SI
SE-DGB304-3154,48,SI
SE-DGB304-3559,24,SI
SE-DGB304-3595,80,SI
SE-DGB304-3596,80,NO
SE-DGB304-5259,40,SI
SE-DGB304-5513,24,NO
SE-DGB304-5951,40,NO
SE-DGB304-7141,24,NO
SE-DGB304-7142,24,NO
SE-DGB304-7143,24,NO
SE-DGB304-7593,36,NO
SE-DGB304-7669,36,NO
SE-DGB304-7686,36,NO
SE-DGB304-7687,36,NO
SE-DGB304-7689,48,NO
